,Brand,Review,BOW Similarity Score
258,Double Sunshine ,exceptional! stopped at their brewery for the first time yesterday. no idea it was even there and turned around. really glad i did. tried two short pours as i was driving and tired. i love sip and this is head and shoulders better in my opinion. it’s right up there with any beer in the country. well done lawson’s,0.0
259,Double Sunshine ,bright citrus with notes of mango and bitter grapefruit.,0.0
260,Double Sunshine ,pours clear as a lager (or old school ipa). love that we still have delicious ipas that are not turbid. aroma of citrus grapefruit. i’m glad the grapefruit isn’t too much taste-wise. citrus hops with the grapefruit in the background. perfect creamy mouthfeel. great beer.,0.0
261,Double Sunshine ,"""pours a lightly hazy reddish golden with soapy white head. some overripe mango and expressed grapefruit peel on the nose. a touch of mango but mostly citrus forward. grapefruit is the central flavor that comes to mind. it's sticky, sappy, chewy. the chewiness of this is really what i'm enjoying the most. i remember this being much more tropical and less citrus forward when i had had it before but those are blurry memories from beer festivals and my palate memory is much more developed now than it was at that time. however, this is still a really nice dipa that doesn't really have any rough edges.""",0.0
262,Double Sunshine ,outstanding. better than heady topper...but not by much.,0.0
263,Double Sunshine ,"look - great golden clear color with nice white head and great lacing', '\nsmell - citrus dank herbal ', '\ntaste - about the same but dialed back, almost like orange peel with a slight lemon', '\nfeel - medium full body with a medium carb', '\noverall - really fantastic",0.0
264,Double Sunshine ,"small but lasting head. some streaks for lace. darker gold color. clear. ', '\n', '\nlight earthiness. some spiciness in the form of nutmeg or cinnamon. good pale malt base, slightly sweet. ', '\n', '\ndrier than the smell. the body leans rich but the carbonation is also elevated. the hop bitterness shows up just prior to the swallow. the finish is approaching astringency. the hop is similar to black pepper. the aftertaste draws out some warmth from the alcohol. surprisingly easy to drink with a good blend of all of the elements throughout the tasting.",0.0
265,Double Sunshine ,"quick review, can purchased at brewery:', ""\nmostly clear with strong lacing; nose is a bit light, fruity; taste starts a little sweet, with a hint of burn, but balances quickly and then slowly becomes bitter. the transition is nice, only mild complaint is i wish is started just a little less bite. awesome beer, and i'm mostly finding smaller detractions to bring it down from perfect.""",0.0
266,Double Sunshine ,"#67, yummy!",0.0
267,Double Sunshine ,"""i finally got this up in vermont this summer. i was expecting too much from it based on other people's ratings. i actually prefer sos to the double. don't get me wrong, this is a great dipa, but i am getting bitter taste from the hops rather than the sweet taste i get from sos. i love how this beer is clear, amber from the delicious malt, well-carbonated, and easy to drink.""",0.0
268,Double Sunshine ,"pours a clear crisp orange-yellow color with a thick but airy white colored head that laces nicely on the way down. aroma of floral hops, earthy smells and some sweet malts at the end of it. tastes of toasted malts, nice earthy and slightly citrus hops and a warming alcohol feel at the back end. thicker feeling than it looks, warming, nice amount of carbonation. overall, this is what i miss about double ipas made in new england.",0.0
269,Hunahpu's Imperial Stout ,"2018 vintage', '\n', '\nwe’re nearing the end of the bif beers i got from @eziel back in february, and this one is a heavy hitter. this has been a big want for me for a while, so it’s awesome to finally be able to try it. let’s see what this famoud spicy stout is really all about', '\n', '\npours nearly pitch black with 2 fingers of reddish brown head that fades to a ring and leaves minimal lacing', '\n', '\nthis is highly complex in the nose, not too peppery and balanced in its sweetness. i’m picking up on aromas of cacao nibs, vanilla bean, chili pepper, spicy whiskey, burnt coffee, sweet toffee, brown sugar, and light charred oak', '\n', '\nthis is a bit restrained in taste, perhaps due to the age but i still really enjoy it. on the front end of the sip i’m tasting dark chocolate, roasty coffee, chipotle pepper, vanilla bean, spicy whiskey, toasted oak, cinnamon, and toffee. the swallow brings notes of milk chocolate, chipotle pepper, vanilla bean, caramel, toasted oak, earthy whiskey, and burnt coffee', '\n', '\na full body pairs with gentle carbonation, resulting in a smooth and earthy beer. finishes mostly dry with a lingering heat', '\n', '\nwhile i enjoyed this, i’d hardly put it on legendary status. again, maybe it’s the age so i’d love to try it fresh, but even still",0.0
270,Hunahpu's Imperial Stout ,"2020 ""amalie arena"" edition...large capped bottle.', '\n', '\npours very dark with no light shining through, next to no cap or lacing.', '\n', '\ndark chocolate and fudge brownies on the sniff.', '\n', '\nsuper smooth, nice complexity exhibited by the notes of more chocolate/brownies/cinnamon/dark malts.', '\n', '\ndelicious creation, no doubt aided by a few years in the bottle....get some of this fine nectar, if ya have the opportunity.",0.0
271,Hunahpu's Imperial Stout ,"#96, yummy!",0.0
272,Hunahpu's Imperial Stout ,"2018 vintage', '\n', '\n750ml bottle - poured into a balloon stem at 50°f. huge thanks to donniet79 for this longtime want!', '\n', ""\npours an unbelievable slick jet black colour - absorbing every photon of light, with the single darkest head on a beer that i've ever seen, forming - like a grade school volcano, it foams up - fine and sudsy, with the colour of light coffee beans, and then receding to a huge, persistent coarse bubbly collar that lasts forever. 4.75"", '\n', ""\nnose: incredibly rich. almost like a concentrate. deep, bold roasted malts with a particularly russian-style accord lend bitter baker's chocolate, cacao, peruvian coffee, black treacle, toffee, caramel, marzipan, and vanilla. a slight, dense fruity thread lends a deep raisiny px sherry note, with a hint of fig, blueberry, and dried cherry. i'm failing to pick up any chilies or cinnamon, but there is a unique warm spice element, lending a hint of earthiness. not very mexican, but it smells delicious. 4.25"", '\n', ""\npalate: the legendary hunahpu greets the palate with an expertly dialed-in balance between malt sweetness and roast. immediately, it lets you know that it is not trying to be a mexican wedding cake - this is a russian imperial stout, with a bold, heavy roast, deep, dark, bitter complexion, and leaning drier on the sweetness scale. roasty is the main theme here. bitter cocoa, charred malts, burned sugar, and burned vanilla lead the way, with an underpinning of marzipan and malty sweetness. the pepper is there if you really squint, but rather than lending a chili heat, it's more of an earthy, dry spice. spice as in spices, not heat. i'm not picking up on cinnamon, perhaps due to its age, but there's definitely some type of spice character that's lending an earthy aromatic quality. it grows drier, nudging out any sweetness, and the charred malt takes hold, upping the dry, bitter factor. the faintest little glow of pepper warmth emerges, and the stout concludes with deep, bitter roast, cacao, and an almost tannic bite to it, which lingers, resurfacing with an espresso- like aftertaste. 4.0"", '\n', ""\nmouthfeel/body: despite its foreboding motor oil appearance, hunahpu is quite drinkable. a bold, rich, heavy brew, but he's quite fluid, with a medium-full body, and very minimal viscosity. there's some fine, subtle fizzy effervescence, but it's relegated to the background, and only just contributes enough. the chilies warm only the gums, and it concludes with a drying, tannic roasty squeeze. 4.25"", '\n', ""\noverall: this is a tricky one for me. i know this is revered as a legend, and was once highly sought-after, and perhaps the age didn't treat this one the best, but i have a hard time falling in love with it. it's a bit roasty and bitter for my taste, and feel it trends more in the classic russian style than anything else. it's a great ris, especially if you like them bitter and roasty, and the hint of pepper is a nice twist, but i keep,wishing that it were just a touch sweeter, less roasty, with more caramel/toffee/vanilla/malt, and less cacao/char/blackened bite. i can certainly see how the right person would adore this though. i just find the roast a bit overbearing.\xa0 3.75""",0.0
273,Hunahpu's Imperial Stout ,"well my wife thinks this beer is too big for me to finish in one sitting. she\'s upset this is 25 oz and she thinks i should only be drinking a bomber a night, which is 22 oz. so this experience begins with stress and tension. and a couple eye rolls. i purchased this from a private seller for $40, which is probably way too much to pay but i can\'t get this around here in ohio, and i\'d heard so much about this beer i had to try it. so every whale has its price i suppose. glad to be trying a beer from tampa as i\'ve been watching some interviews toady with shock g, aka humpty hump, about the history of hip hop, and he\'s from tampa. poured up deep dark brown with a darkly tan one inch head, a shade darker than khaki. it quickly dissipated into a floating ring around the glass. to be honest, this smells like wet metal, iron, blood. and a little chocolate, dark berry, and thick dark sugary things like molasses. i\'m actually getting a lot of plum from this taste, plum and raisin and dates. more plum than ""plum tuckered out"" by hoppin frog. very sweet, heavy and dark. a little burned tasting. slight cinnamon, bittersweet chocolate, a bit of vanilla on the back end. although the description says there\'s some scoville units on this one, i can\'t detect any spiciness whatsoever. mouthfeel is medium thick with moderate effervescence. overall, it is very good, but i am not as thoroughly impressed as i expected to be. this is rated 100 on this website, and i think it tastes really good, but i\'m not going to be that generous, as i don\'t think there\'s anything particularly unique about the brew. maybe i\'m just sullied by my wife\'s remarks and hope she just goes in and smokes a big bowl so she can get high and forget about the fact i\'m drinking this whole thing tonight. so much for $40. maybe better luck next time.",0.0
274,Hunahpu's Imperial Stout ,"look - fantastic black and thick with a great lasting tan head and rimming', '\nsmell - you can really smell it all. first notes of smell is the cinnamon and roasted malts with a slight chili pepper followed by cocoa and vanilla', '\ntaste - cinnamon and pepper with a slight sweet vanilla and a little cocoa', '\nfeel - medium body light carb with a slight cream', '\noverall - tasty mexican stout",0.0
275,Hunahpu's Imperial Stout ,"had this in august, then the 2016 version, + have tasted a few vintages before. incredible solid imperial stout from the floridian masters here! super ris",0.0
276,Hunahpu's Imperial Stout ,"abyss black body; fizzy carbonation percolating up through the depths; initial decent head yet it quickly dissipates to a thin fizzy ring dancing around the circumference of the glass. outstanding aroma; tropical fruit sweetness with a rich bitter chocolate element; chili peppers. the taste multiplies the smell sensations; chili pepper spiciness with cinnamon overtones; cocoa and bitter chocolate; star anise. heavy body; slick and oily on the palate; warm with chili heat and boozy warmth; sticky residual sugars coat the palate and offset the warmth notes with a sweet mouthfeel quality.', '\n', '\n2020 edition, unknown abv (the 2021 version is 11.8% abv). this beer was made available to me out of the blue, and what treat this is. many chili and high abv beers suffer in the head retention department, and that seems to be the case hear, but everything climbs to a high degree afterwards in the sensory appeal department. this is one awesome imperial stout augmented with a devilish chili pepper kick.",0.0
277,Hunahpu's Imperial Stout ,"""2020 release. received from @roguer. poured into a cigar city tulip glass. it pours almost jet black with a creamy, medium mocha-colored head and lacing that dissipated quickly. its nose features roasted malt, caramel, cocoa, cinnamon, freshly-brewed coffee, tobacco smoke, dark fruit, peppers, and subtle but distinct bourbon. the flavor is ridiculous! it opens with cocoa and coffee, along with mellow peppers, black cherry, and cinnamon. all the flavors are delicate and they blend beautifully. the bourbon notes are subtle and enhance the other flavors. it's so easy to drink. the mouth feel is creamy and remarkably lite for 10.2% . overall, hunahpu's is everything i thought it would be - and more. it's delicious and perfect either to pair with a hearty meal or for casual drinking. i'm grateful to finally drink this white whale.""",0.0
278,Hunahpu's Imperial Stout ,"to me this will always be the beer that started it all. delicious, dark cherry and cinnamon taste. perfect carbonation and mouthfeel. tried it with some older folks who never had a craft beer before and they were sold!",0.0
279,Hunahpu's Imperial Stout ,"l: pours a brown-black with a perfect deep mahogany head which does not dissipate too quickly. ', '\n', '\na: slight oak and cocoa overpowered by cinnamon and a spiciness', '\n', '\nt: fudgy up front followed by a perfect spicy chocolateness and really a great mole character which i what i think is their goal. almost taste like a cinnamon graham cracker in the beginning. ', '\n', '\nm: slightly thin for a beer of this stature, but the medium body is welcome with the spice complexity. ', '\n', '\no: finally glad i got to enjoy this one i’ve been seeking for years. it’s a well crafted beer and one of the best spiced beers i’ve had.",0.0
280,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"2021 lottery bottle. poured at 57°. black with ruby edges; dark tan head fizzled out quickly; poor cap retention, thin ring, a few spots of lace; thin legs on swirl. bourbon nose with cinnamon, sweet plums and green chilies right behind; some boozy heat on the retro nasal. taste follows nose; more sugary plums and sweet bourbon; figs, molasses and brown sugar; very light chocolate/cocoa nibs; bourbon and dark fruit finish. hot bite on tongue from peppers and booze; full minus body, not at all adjuncty; smooth, silky feel; full mouth warmth from alcohol (13.3%) and hot peppers. overall, loads of well balanced flavors; base and barrel merge seamlessly; long sweet bourbon and dark fruit linger leaving cinnamon and hot chilies sauce aftertaste. a sipper for sure!",0.0
281,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"poured at fridge temp. pours black as night. a minuscule layer of brown head appears and then flees. tiny bubbles throughout. ', '\n', '\nthe nose is insane. big toffee and dark fruit. raspberries come to mind right away, but after a few minutes that fades a bit. in comes cocoa nibs, cinnamon, coconut, vanilla, and coffee. ', '\n', '\nthe taste is amazing. coconut, vanilla, chocolate, and cinnamon are apparent. maple syrup seems a lot stronger now. however, the cinnamon and coffee are strong. flavors are intense. ', '\n', '\nmouthfeel is pretty thick and the beer is clearly low in carbonation. overall, a wonderful and intense beer!",0.0
282,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"look - fantastic thick black with a nice tan head lacing and rimming', '\nsmell - bourbon woody caramel cinnamon vanilla blend, boozy', '\ntaste - nice woody caramel bourbon carrel with a nice cinnamon vanilla cocoa with a very light spice', '\nfeel - medium full body with a slight cirsp', '\noverall - incredible",0.0
283,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,older bottle. stunning,0.0
284,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"""covid screwed up huhaphu last march and i got some perks because of it. wife and i travelled to tampa from the daytona area for a day trip and cc had a small trailer set up with several of their best brews there to taste. i never thought i'd have this but am so glad i was able to try it. amazingly smooth and apprecibly tastier than regular imp stout (which is great). yay cigar city""",0.0
285,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"good head production and decent retention. the body is wonderfully dark, as is the dark brown head, while it lasts.', '\n', ""\nthe aroma on this is powerful and decadent. from the moment of the pour, to sitting in the glass feet away, i'm getting strong notes of chocolate, molasses, and bourbon. up close, it's even sweeter, with vanilla, syrup, honey, and brown sugar joining the mix, along with cinnamon and chilies. the nose is, quite simply, wonderful."", '\n', '\ndespite the sweetness of the nose, the brew is quite roasty and bitter up front. light but noticeable pepper heat. tons of dark fruit flavor, blackstrap molasses, oak, and bitter chocolate; slightly vegetal. lasting prune and raisin, along with bourbon, on back third, leading to chocolate and cinnamon on the finish.', '\n', '\nthick and full bodied.",0.0
286,Hunahpu's Imperial Stout - Bourbon Barrel-Aged ,"500ml bottle into a snifter', '\nvintage 2021', '\n', '\na: pours midnight black and somewhat viscous in appearance. immensely dark head of 1plus fingers width dissipates at a moderate rate. leaves only a few patches of lacing. 4.75', '\n', '\ns: aroma is, my god. massive cinnamon, big chocolate, vinous dark fruits, luscious bourbon, capsaicin peppery heat, red wine. barrel notes are moderate in strength and compliment the beer wonderfully. some base beer notes primarily roasted malt. fire roasted marshmallows rounds it out. goodness gracious. 4.75', '\n', '\nt: taste is also excellent, albeit perhaps a bit less voluptuous. i again get huge vinous and red wine notes up front, hell is actually tastes like it’s red wine barrel', '\naged. next comes the cinnamon and rich, fine high cocoa content dark chocolate. on the finish there is roasted malt, charred oaky bourbon notes, some balancing bitterness. this is just wave after wave of flavors and it’s quite frankly just impressive. 4.75', '\n', '\nm/d: mouthfeel is full bodied and thick. abv is not noticeable which is impressive. drinkability, however, is quite limited. the combination of the heavy/thick feel and adjunct laden flavor profile make 500ml of this feel like 3 gallons (and this is coming from someone who drinks bourbon county all the time and even old school 750ml black tuesdays without any trouble). 4', '\n', '\no: overall, this is quite the beer. normally beers this adjunct heavy can be not really my thing, but this one just pulls it off wonderfully. probably more appropriate as an 8oz pour as opposed to a 500ml solo bottle, but still, well done cigar city, well done. 4.5",0.0
287,Cable Car ,"2019 version, drank 06.19.22 out of a hill farmstead bulbous wine glass. straw color with very delicate islands of head but other than that, not to much there. not too much nose either. funky and acidy taste, strong. very pungent, strong and tasty. pretty amazing beer. just wow.",0.0
288,Cable Car ,"#71, yum!",0.0
289,Cable Car ,"2016 poured from fridge on 5/20/21 ', '\n', '\npours a clean straw. nose of white wine, somewhat jammy (cherry, strawberry?), funk and barnyard, and honey as it warms. taste of funk, jammy characteristics, vinous. feel is light with medium carb. overall, wow! what an excellent wild and held up very well.",0.0
290,Cable Car ,"i assumed this beer wouldn’t live up - but it was great. not too sour, complex with some interesting wine character, went well with portillos italian beef!",0.0
291,Cable Car ,"clear straw and slightly golden with a little carbonation and no real head.', '\n', '\nsmells of fresh grain, malt, sour', '\nwhite wine and white grapes.', '\n', '\nthe taste is all sour, fresh but light lacto with cantillion like oak and dusty cellar. continues with fresh harvested apples and white grapes.', '\n', '\nlight and tart body with moderate carbonation ', '\n', '\nnectar of the gods. perfect sour. drinking at torinado bar sf aug 25 2020",0.0
292,Cable Car ,"culmination festival, 07/28/2018.",0.0
293,Yellow Bus ,"bottle at share, batch 2. pale straw color looks like white wine a bit, bubbly head. fruity aroma, grapes, stone fruit and a touch of citrus. lots of funk here. taste is sour, white grapes and peaches. finishes dry.",0.0
294,Yellow Bus ,"on-tap at the church at lost abbey, their new location in downtown san diego. what an incredible beer! bright, vibrant, super tart, yeast character is on point. great peach flavor. fizzy, fresh finish. wow!",0.0
295,Yellow Bus ,"on tap at the church at lost abbey. bright, sharp, clean, acid, sour, incredibly drinkable. pours a gorgeous golden yellow, minimal head, peaches more in the nose than on the tongue. piquant, delicious,could drink it for hours.",0.0
296,Yellow Bus ,"""had on tap. typical peach wild ale appearance with a amber body and a white head that settles into a collar. aromas of peach, bright oak, and funk in a delicate nose. taste is much the same, but would has the elevated tannin delivery. feel is delicate and bright with light sourness and a kiss of minerality, but the is oh so light. good and artful, but doesn't stand out in a huge way""",0.0
297,Yellow Bus ,"very nice sour beer overall. reminds me a bit of ddg w/out the complexity. the peach flavor was somewhat muted and did not pop out as much as i had hoped, but still very enjoyable.",0.0
298,Yellow Bus ,"750 ml bottle. 2020 bottle. clear golden with a few bubbles. smells of oak, basement funk, light peach. tastes of stone fruit sourness, lots of oak, earthy and winey notes in the finish. simple, delicious, and a blast from the past when it comes to fruited sours.",0.0
299,Yellow Bus ,"the beautifully foggy bright yellow body darkens to maize as it gets closer to the top near the short lumpy white blanket.', '\n', '\nquite tart, herbal and bright of stone fruity wonderment, this is very refreshing, lightly oaky, and faintly funky.', '\n', ""\ni'm so glad fobab could help me check a box i never in a million years thought i would.""",0.0
300,Duck Duck Gooze ,"received from @dimidiata. pours a bright golden color with a small amount of short-lived white head that receded to a thin ring. fully translucent, almost clear. aroma has tons of funk, well complemented by complex wine and barrel noted. along with lemon & dandelion. overall a wonderful smelling beer. ', '\n', ""\ntaste picks up right where the nose left off. i get apricots, wine barrel, apple vinegar, lemon, hay and general barnyard funk. acidity is spot on. tart, but it doesn't beat you over the head, allowing all the other wonderful flavors their time in the spotlight. light bodied, bright, crisp and clean. "", '\n', '\noverall, an absolutely wonderful beer.",0.0
301,Duck Duck Gooze ,"2022 vintage', '\n', '\nreview 1100!! i figured i’d bust out a special bottle for the occasion, and what’s better than the highest rated gueuze on ba? well, gueuze-inspired i should say, based on recent thread. whatever the fuck we wanna call it, i’m beyond excited to try this so let’s get into it', '\n', '\nafter a long and annoying struggle with the double cork breaking inside the bottle, it pours a cloudy orange gold with 2 fingers of creamy white head that fades to a thin cap and leaves decent lacing', '\n', ""\nwow, this is super bright in the nose, just an absolute. punch of funk. i'm picking up on aromas of lemon juice, sharp oak, old leather, wet hay, vinegar, apple skin, dried apricot, tart white wine (surprising given the red wine barrel aging), and general floral notes. really all over the place but fantastic"", '\n', ""\nwhile it's not as incredible in taste, it is still very damn good, just less sharp than you'd expect based on the aroma. on the front end of the sip i'm tasting wet hay, lemon zest, jammy apricot, white wine vinegar, pear, white pepper, dry oak, and light leather. the swallow brings notes of bright white wine, stone, lemon yogurt, orange juice, apple skin, straw, and light honey"", '\n', '\na light medium body pairs with moderate carbonation, resulting in a crisp and zesty beer. finishes very dry with a balanced tartness', '\n', ""\nsuper annoying cork aside, this is a fantastic treat of a beer! there's something special about this one doing a very convincing belgian impersonation, in the most flattering way. i need to get more to cellar, cheers ba!""",0.0
302,Duck Duck Gooze ,"""the 2016 is on point right now. very complex, sharp and interesting wine barrel aged sour. if you haven't had a chance it's very much worth seeking this beer out!""",0.0
303,Duck Duck Gooze ,"was so hyped for this beer, and it is good...but left feeling disappointed overall",0.0
304,Duck Duck Gooze ,"2016 vintage', '\n', '\n750ml corked and caged bittle - poured into a riesling/zinfandel stem at 45°f.', '\n', '\npours a slightly foggy translucent honey-golden, really verging on orange, like a west coast ipa. a finger of coarse, sticky, sudsy off-white head forms, with fair retention, and settling to a decent collar, with weak, spotty lacing. clings to the glass like whiskey. really a beautiful beer.', '\n', ""\nnose: this one travels. no shortage of funk here. tons of damp hay and wine-soaked oak, with plenty of bright lemon juice and rind. there's ample leather book binding, dusty stone cellar, petrichor, magnolia blossom, and a really dense note of patchouli, with some sweet apricot and marmalade threadinf through. some funky stable, sea shell minerality, and sweaty brett emerge, but the funk is balanced by plenty of bright fruitiness. huge nod to cantillon here."", '\n', ""\npalate: duck duck gooze emerges with an impressively balanced acidity. like biting into a ripe stone fruit, there's a bright *pop* of tartness, but it immediately steps back, becoming more of a lemony tang. lemon oil, orange juice, apricot, and crabapple lend bright fruity notes, with undertones of cabernet grape, cranberry, unripe plum, and coriander seed. the tartness begins to rapidly subside, showing quite a bit of grain - dusty, with hulls. an almost gueuze level of funk presents itself in the form of wet hay, damp wood, old musty stable air, milkweed, and a touch of herbal flowery notes with just a whisper of sweaty funk. the tartness completely disappears, and the finish shows wheaty grain, grass, lemon essence, white oak, and just a touch of grapefruit oil that clings to the palate."", '\n', ""\nmouthfeel/body: absolutely stunning. it's crisp, airy, and quenchingly dry with a shimmering minerality, but there's definitely some soft body which lends presence. the effervescence is truly perfect. champagne. zippy, airy, fluffy, and fizzy, but soft and supple. an oily feel lingers."", '\n', ""\noverall: this is perhaps the most stunning american wild ale i've had in a long time, perhaps ever. i'm not sure if this is method traditionelle or not, but either way, this really is a masterpiece. a sweet grain presence, incredibly balanced acidity, ample funk contrasting against beautiful bright fruity notes, and it all comes together so seamlessly and flawlessly, this has truly transcended the style itself. simply stunning.""",0.0
305,Duck Duck Gooze ,had 2013 in june 2020. amazing,0.0
306,Duck Duck Gooze ,2013,0.0
307,Duck Duck Gooze ,"2016 release, enjoyed in 2020. light orange-golden, unfiltered but pretty transparent and bubbly. no residual lacing. bright and floral, quite tart on the first sip, but sweeter and fruitier after that. apricot, peach, grapefruit, bits of cranberry and granny smith. light straw and funk underneath the sourness.",0.0
308,Cable Car Kriek ,still a great beer. newer version.,0.0
309,Cable Car Kriek ,this is for the 375ml release in february of 2022 from og kegs the brewery found. this beer was nothing short of amazing! the funk and the cherry flavour was so deep and full with a nice sour level and soft on the mouthfeel. chased this for a long time and it lived up to all the hype my head created for it.,0.0
310,Cable Car Kriek ,"l: bright and clear ruby red and strawberry hues with a small foamy white head', '\ns: slight funk and ripe cherries', '\nt: follows the nose with crisp montmorency/balaton flavors coupled with slight hay and granny smith apple notes and minimal acidity', '\nf: moderate carb and body', '\no: extremely well done and easy drinking wild ale - glad to have tried this!",0.0
311,Cable Car Kriek ,"batch 2. was light, little acid on it, did not have the regular mouth feel of regular cable car. smooth in beginning, nice red color to it. body was on thinner side",0.0
312,Barrel-Aged Silhouette ,"lift bridge silhouette barrel aged imperial stout. 2014. bottle number 239. 750 ml. 1 pint, 9.4 fluid ounces. alc. 10% by volume. aged in bourbon barrels. brewed and bottled by lift bridge brewing company in stillwater, mn, usa. ""the cold war is over. serve at 55-60. degrees. (i still don\'t know the key for that one.) i will skip the the gobbledygook until later.', '\n', ""\n(note: this is one of those very rare occasions when i don't have a photo of the beer i consumed to go along with the notes. i plugged in the ipod touch that use to take them and found nothing. how is this possible? it's part of my regular routine, i never forget to take the pictures. could i have accidentally deleted them somehow? that's even less likely. perhaps i was just so excited to drink the beer that i forgot to take that essential early step in my ritual. so, once i realized there were no photos, i fished the empty bottle out of the recycling, and posed it next to the as yet un-washed glass i drank it from. that's not even the true beer in there, i followed silhouette with another bottle."", '\n', '\n', ""\ni bought this two weeks ago at the brewery. wish i had another to save and age and savor in the future, but this is the one, and i'm drinking it now. (i'd actually never even heard of this beer, must have been sleeping or something when it was released last year.)"", '\n', '\n', ""\nsolid blackness in this one (the darkest beer i've had from this brewery), with a rich, roast tan head that starts big, slims down and stays awhile."", '\n', '\naroma leaps out and spills the bourbon all over the place. additional notes of charcoal, molasses, caramel, toffee, dark fruit, …vanilla. always vanilla. and i like it.', '\n', ""\ntaste: ah, mmm, and yeah, huh. deepness and richness in abundance. this has got everything it needs and it lasts and lasts. immensely indulgent. chocolate and espresso and everything dark and deep and delicious. mmm, i'll say it again. and what else? licorice. we call it anise sometimes. and all those other things."", '\n', ""\nit's a thing of hugeness and a richness and wonderfully rewarding to the drinker. this is all relative. i am loving this and this is not a chore at all, it is a delight. if you want to read about a chore, check my review of stone's crime and punishment. yikes, talk about trial and error!"", '\n', '\nhey, let\'s read the gobbledygook. ""silhouette is as deep and dark as the northern woods. it\'s brewed in the style of an imperial stout. aromas of coffee, chocolate, molasses and prune meld with a unique dark roasted character. . the beer is complex, rich and full bodied. it\'s wild spirit will warm the senses, illuminate the soul, and grow into a traditional favorite…no matter what season.""",0.0
313,Barrel-Aged Silhouette ,"2020 bottling, 12 oz bottle.', '\n', '\ni walked on by this beer many times in the store because i considered it to be overpriced (yeah, i know... it\'s a ""99 world-class"" here, but we\'re suckers for a ba imperial stout...).', '\n', ""\nanyhow, in a weak moment, i did order one from my favorite curb-side pickup store a while back, and it sat in my 'fridge, and sat, until i finally moved it to the cellar to make room for other beers. "", '\n', ""\nit's back in the refrigerator for cellaruary."", '\n', ""\nso, today is the day. i won't be able to compare it to the beer fresh, though, since this is my first tasting of this beer."", '\n', ""\ntaken from a ~42° refrigerator and allowed to warm for 30 minutes or so unopened. drinking started at mid-50°'s (a guess)."", '\n', '\nopaque black topped by a ½ inch creamy-appearing dark tan head with short retention. little visible carbonation and what lacing does appear with a tip of the glass quickly slides back down into the tan ring. the ring eventually disappears completely, leaving a still surface.', '\n', '\nvery strong aroma. bourbon first, then barrel. molasses. slight hint of vanilla.', '\n', '\nrich flavor, mirroring the aroma. bourbon, oak, vanilla, sweet molasses. adding to the party is roasted malts and dark fruits. toward the finish and into the aftertaste, dark chocolate appears along with the alcohol, slightly warming my mouth in the after. the finish is sweet vanilla and dark chocolate.', '\n', '\nthe body is substantial, approaching viscous (but not quite getting there).', '\n', ""\noverall, this ba stout is excellent, indeed. a rich aroma and flavor, a substantial body, lots of bourbon and barrel without overpowering the underlying imperial stout flavors, a sweet, but controlled sweetness, finish. it's not a dessert beer, but an excellent evening sipping beer. if i'm feeling like splurging, i may actually buy it again!""",0.0
314,Barrel-Aged Silhouette ,"""review#1600,this thing is all barrel, but that's not a bad thing in this case. if i had to say something bad about it i would say it is sorta harsh and abrasive at times, overpowering and (this sounds dumb) kinda too smooth at other times... unbeer-like if that makes sense, tastes like some sort of new better drink that supersedes beer into a more betterer territory""",0.0
315,Barrel-Aged Silhouette ,"pours black with leakage to mahogany brown on the edges and a tan head. the nose has oaky, boozy barrel notes, some dark chocolate, and stone fruit.', '\n', '\nthe barrel is forward on the taste, coasting into the dark chocolate and stone fruit notes, which works really well. the mouthfeel is full, but just the slightest bit watery. overall, thought this is outstanding.",0.0
316,Barrel-Aged Silhouette ,"#83, good stuff!",0.0
317,Barrel-Aged Silhouette ,"a slight fizz, but then no head. nearly black, pours thick. ', '\nsmell is a sweet molasses and caramel. ', '\ntaste is smooth, balanced. not as complex as some, but still extremely flavorful. plum and molasses. ', '\nfeel is outstanding. creamy and silky smooth. ', '\nan excellent beer!",0.0
318,Barrel-Aged Silhouette ,"pours pitch black. very thick looking. 1 finger tan head. head retention is good. some lacing on the glass. ', '\nthe nose is rich with barrel notes. caramel, chocolate, toffee, plums, ', '\nup front is it has a lot of plum, which turns on the backside to chocolate, caramel, toffee, and vanilla. ', '\nthick, so full bodied. some burn, but not a lot. smooth. ', '\nsolid ba stout.",0.0
319,Barrel-Aged Silhouette ,amazing aroma!,0.0
320,Barrel-Aged Silhouette ,"16 may 2020 - beer #95 - ba top 250 alert!', '\n', '\ncorona day #65', '\n', '\nprice: $19.99 lowry hill liquor in minneapolis', '\ncurrent rank: #184 on beer advocate', '\n', '\nappearance: 4 - extremely black, and a bit thin. head fizzled away immediately.', '\n', '\nnose: 5 - nearly all sweet barrel. good!', '\n', '\ntaste: 5 - basically all barrel. fruitier than some other big stouts for sure. reminds me a little of surly darkness, which can almost pass for a quad.', '\n', '\nmouth: 4 - thick and sticky, but quite flat. glides down the throat smoothly, but i prefer more carbonation.', '\n', ""\noverall: 5 - waited years to finally try this one. will be sure to hunt it down again next time i'm in that part of the country."", '\n', '\ncheers!",0.0
